threshold,fpr,tpr
inf,0.0,0.0
0.8151541,0.0,0.08333333333333333
0.5912813,0.0,0.4166666666666667
0.339144,0.012711864406779662,0.4166666666666667
0.31388605,0.012711864406779662,0.6666666666666666
0.122599594,0.029661016949152543,0.6666666666666666
0.11102538,0.029661016949152543,0.8333333333333334
0.093822636,0.05084745762711865,0.8333333333333334
0.08122142,0.059322033898305086,0.8333333333333334
0.03521372,0.5677966101694916,0.8333333333333334
0.035115708,0.5677966101694916,0.9166666666666666
0.032514676,0.6949152542372882,0.9166666666666666
0.03232478,0.6949152542372882,1.0
0.013712365,1.0,1.0
