threshold,fpr,tpr
inf,0.0,0.0
0.91239005,0.0,0.015384615384615385
0.8985996,0.0,0.09230769230769231
0.895335,0.00546448087431694,0.09230769230769231
0.8665631,0.00546448087431694,0.47692307692307695
0.86332893,0.01092896174863388,0.47692307692307695
0.803462,0.01092896174863388,0.7076923076923077
0.80062693,0.01639344262295082,0.7076923076923077
0.78168994,0.01639344262295082,0.7230769230769231
0.7642831,0.02185792349726776,0.7230769230769231
0.733462,0.02185792349726776,0.7538461538461538
0.700585,0.0273224043715847,0.7538461538461538
0.61082435,0.0273224043715847,0.8307692307692308
0.56450003,0.03278688524590164,0.8307692307692308
0.54725707,0.03278688524590164,0.8461538461538461
0.5436497,0.03825136612021858,0.8461538461538461
0.39042628,0.03825136612021858,0.8769230769230769
0.28162366,0.0546448087431694,0.8769230769230769
0.2540835,0.0546448087431694,0.8923076923076924
0.10317538,0.1092896174863388,0.8923076923076924
0.09819471,0.1092896174863388,0.9076923076923077
0.08818482,0.12021857923497267,0.9076923076923077
0.08072031,0.12021857923497267,0.9230769230769231
0.07961486,0.12568306010928962,0.9230769230769231
0.07878481,0.12568306010928962,0.9384615384615385
0.07336741,0.13114754098360656,0.9384615384615385
0.06912386,0.13114754098360656,0.9538461538461539
0.06463487,0.14754098360655737,0.9538461538461539
0.061370727,0.15846994535519127,0.9538461538461539
0.058917247,0.16939890710382513,0.9538461538461539
0.057492223,0.16939890710382513,0.9692307692307692
0.04833585,0.22950819672131148,0.9692307692307692
0.048158184,0.22950819672131148,0.9846153846153847
0.044982783,0.273224043715847,0.9846153846153847
0.044805847,0.273224043715847,1.0
0.021537554,1.0,1.0
