threshold,fpr,tpr
inf,0.0,0.0
0.9225414,0.0,0.0125
0.81931055,0.0,0.375
0.8138112,0.005952380952380952,0.375
0.78498346,0.005952380952380952,0.4125
0.7607683,0.011904761904761904,0.4125
0.73377794,0.011904761904761904,0.45
0.7335312,0.017857142857142856,0.45
0.6098473,0.017857142857142856,0.6375
0.5913917,0.02976190476190476,0.6375
0.5483732,0.02976190476190476,0.6875
0.5154214,0.047619047619047616,0.6875
0.5037408,0.047619047619047616,0.7
0.48783407,0.05357142857142857,0.7
0.46914288,0.05357142857142857,0.7125
0.4674227,0.05952380952380952,0.7125
0.41190684,0.05952380952380952,0.7875
0.41046938,0.06547619047619048,0.7875
0.3907001,0.06547619047619048,0.8125
0.34432763,0.07738095238095238,0.8125
0.3090759,0.07738095238095238,0.8375
0.30688927,0.08333333333333333,0.8375
0.27818838,0.08333333333333333,0.85
0.25646883,0.08928571428571429,0.85
0.24937496,0.08928571428571429,0.875
0.23765077,0.09523809523809523,0.875
0.22630244,0.09523809523809523,0.8875
0.20513175,0.10714285714285714,0.8875
0.20374584,0.10714285714285714,0.9
0.18540558,0.11904761904761904,0.9
0.17677198,0.11904761904761904,0.925
0.12999608,0.16071428571428573,0.925
0.12846418,0.16071428571428573,0.9375
0.11358324,0.16666666666666666,0.9375
0.10579457,0.16666666666666666,0.95
0.0794775,0.20238095238095238,0.95
0.077277765,0.21428571428571427,0.95
0.062286202,0.26785714285714285,0.95
0.06032912,0.26785714285714285,0.9625
0.056402672,0.2857142857142857,0.9625
0.05499951,0.2857142857142857,0.975
0.044560257,0.39285714285714285,0.975
0.044250175,0.39285714285714285,0.9875
0.019689595,0.8928571428571429,0.9875
0.019439261,0.8928571428571429,1.0
0.009587909,1.0,1.0
