threshold,fpr,tpr
inf,0.0,0.0
0.94618666,0.0,0.015384615384615385
0.8893393,0.0,0.18461538461538463
0.8879636,0.00546448087431694,0.18461538461538463
0.73856825,0.00546448087431694,0.46153846153846156
0.71317935,0.01092896174863388,0.46153846153846156
0.58978564,0.01092896174863388,0.5846153846153846
0.56488675,0.01639344262295082,0.5846153846153846
0.5629741,0.01639344262295082,0.6
0.5366111,0.0273224043715847,0.6
0.5003643,0.0273224043715847,0.6615384615384615
0.49350756,0.03278688524590164,0.6615384615384615
0.47248924,0.03278688524590164,0.6923076923076923
0.39857283,0.04371584699453552,0.6923076923076923
0.33769485,0.04371584699453552,0.7076923076923077
0.30080533,0.04918032786885246,0.7076923076923077
0.3005418,0.04918032786885246,0.7230769230769231
0.27986863,0.0546448087431694,0.7230769230769231
0.27839622,0.0546448087431694,0.7384615384615385
0.25624973,0.060109289617486336,0.7384615384615385
0.22078861,0.060109289617486336,0.8
0.19558437,0.08196721311475409,0.8
0.16974099,0.08196721311475409,0.8461538461538461
0.16936392,0.08743169398907104,0.8461538461538461
0.16238543,0.09836065573770492,0.8461538461538461
0.1620154,0.09836065573770492,0.8615384615384616
0.13243546,0.12021857923497267,0.8615384615384616
0.12958501,0.12021857923497267,0.8769230769230769
0.12477171,0.12568306010928962,0.8769230769230769
0.120562084,0.12568306010928962,0.9076923076923077
0.09587266,0.14207650273224043,0.9076923076923077
0.09507363,0.14207650273224043,0.9230769230769231
0.084334105,0.16939890710382513,0.9230769230769231
0.08407566,0.16939890710382513,0.9384615384615385
0.07062563,0.25136612021857924,0.9384615384615385
0.068804055,0.25136612021857924,0.9538461538461539
0.05703082,0.37158469945355194,0.9538461538461539
0.056659114,0.37158469945355194,0.9692307692307692
0.0411483,0.639344262295082,0.9692307692307692
0.041063514,0.639344262295082,0.9846153846153847
0.0409808,0.6502732240437158,0.9846153846153847
0.04064685,0.6502732240437158,1.0
0.01341124,1.0,1.0
