threshold,fpr,tpr
inf,0.0,0.0
0.6004463,0.0,0.08333333333333333
0.46786615,0.0,0.16666666666666666
0.44657758,0.00423728813559322,0.16666666666666666
0.41132927,0.00423728813559322,0.3333333333333333
0.33516133,0.012711864406779662,0.3333333333333333
0.2957299,0.012711864406779662,0.5833333333333334
0.24753562,0.029661016949152543,0.5833333333333334
0.23932144,0.029661016949152543,0.6666666666666666
0.2344799,0.03389830508474576,0.6666666666666666
0.22488628,0.03389830508474576,0.75
0.16855164,0.06779661016949153,0.75
0.1653729,0.06779661016949153,0.8333333333333334
0.120625615,0.08898305084745763,0.8333333333333334
0.11603103,0.08898305084745763,0.9166666666666666
0.047964886,0.3050847457627119,0.9166666666666666
0.047766823,0.3135593220338983,0.9166666666666666
0.01804837,0.8516949152542372,0.9166666666666666
0.018032892,0.8516949152542372,1.0
0.008164063,1.0,1.0
