threshold,fpr,tpr
inf,0.0,0.0
0.7700835,0.0,0.07692307692307693
0.54131013,0.0,0.3076923076923077
0.44541034,0.00425531914893617,0.3076923076923077
0.3179677,0.00425531914893617,0.5384615384615384
0.25069153,0.02127659574468085,0.5384615384615384
0.23361307,0.02127659574468085,0.7692307692307693
0.18246584,0.0425531914893617,0.7692307692307693
0.18118739,0.0425531914893617,0.8461538461538461
0.10526768,0.059574468085106386,0.8461538461538461
0.10141884,0.059574468085106386,1.0
0.003816193,1.0,1.0
