threshold,fpr,tpr
inf,0.0,0.0
0.95218414,0.0,0.0125
0.88664603,0.0,0.3125
0.8863158,0.005952380952380952,0.3125
0.882768,0.005952380952380952,0.35
0.88150847,0.011904761904761904,0.35
0.8655946,0.011904761904761904,0.375
0.86143726,0.017857142857142856,0.375
0.80697614,0.017857142857142856,0.5625
0.80562055,0.023809523809523808,0.5625
0.8029809,0.023809523809523808,0.575
0.8005096,0.02976190476190476,0.575
0.7929775,0.02976190476190476,0.6125
0.7781819,0.041666666666666664,0.6125
0.7743122,0.041666666666666664,0.625
0.77100164,0.047619047619047616,0.625
0.7657857,0.047619047619047616,0.65
0.7636611,0.05357142857142857,0.65
0.7551686,0.05357142857142857,0.675
0.74269485,0.05952380952380952,0.675
0.72804505,0.05952380952380952,0.6875
0.7209884,0.06547619047619048,0.6875
0.71685165,0.06547619047619048,0.7125
0.7148476,0.07142857142857142,0.7125
0.69818246,0.07142857142857142,0.7375
0.6963967,0.07738095238095238,0.7375
0.6963248,0.07738095238095238,0.75
0.691126,0.08333333333333333,0.75
0.6652344,0.08333333333333333,0.775
0.6460341,0.08928571428571429,0.775
0.6254626,0.08928571428571429,0.8125
0.62392586,0.09523809523809523,0.8125
0.6001959,0.09523809523809523,0.8625
0.58177227,0.10119047619047619,0.8625
0.5562209,0.10119047619047619,0.8875
0.52912635,0.10714285714285714,0.8875
0.49854803,0.10714285714285714,0.9125
0.4977402,0.1130952380952381,0.9125
0.48808894,0.1130952380952381,0.925
0.42238736,0.13095238095238096,0.925
0.41248024,0.13095238095238096,0.9375
0.36945736,0.1488095238095238,0.9375
0.3350773,0.1488095238095238,0.9625
0.2650494,0.16666666666666666,0.9625
0.25543714,0.16666666666666666,0.975
0.12898709,0.23809523809523808,0.975
0.12646383,0.23809523809523808,0.9875
0.075312465,0.3392857142857143,0.9875
0.07333137,0.3392857142857143,1.0
0.05883597,0.4107142857142857,1.0
0.05600127,0.4226190476190476,1.0
0.002013923,1.0,1.0
