threshold,fpr,tpr
inf,0.0,0.0
0.9665092,0.0,0.015384615384615385
0.64023024,0.0,0.6307692307692307
0.6239745,0.00546448087431694,0.6307692307692307
0.597629,0.00546448087431694,0.6615384615384615
0.56961644,0.01092896174863388,0.6615384615384615
0.53659314,0.01092896174863388,0.7230769230769231
0.5253689,0.02185792349726776,0.7230769230769231
0.5151708,0.02185792349726776,0.7846153846153846
0.48864833,0.0273224043715847,0.7846153846153846
0.48341402,0.0273224043715847,0.8
0.4481737,0.04371584699453552,0.8
0.42810002,0.04371584699453552,0.8461538461538461
0.41096354,0.04918032786885246,0.8461538461538461
0.40526378,0.04918032786885246,0.8615384615384616
0.40263623,0.0546448087431694,0.8615384615384616
0.39487755,0.0546448087431694,0.8769230769230769
0.34920913,0.06557377049180328,0.8769230769230769
0.30078426,0.06557377049180328,0.8923076923076924
0.29787,0.07103825136612021,0.8923076923076924
0.27637532,0.07103825136612021,0.9076923076923077
0.16950858,0.11475409836065574,0.9076923076923077
0.16886926,0.11475409836065574,0.9230769230769231
0.16663782,0.12021857923497267,0.9230769230769231
0.16214837,0.12021857923497267,0.9384615384615385
0.12640108,0.18579234972677597,0.9384615384615385
0.12636061,0.18579234972677597,0.9538461538461539
0.08605705,0.2786885245901639,0.9538461538461539
0.086056724,0.2786885245901639,0.9692307692307692
0.05612379,0.41530054644808745,0.9692307692307692
0.05482482,0.4262295081967213,0.9692307692307692
0.04730222,0.46994535519125685,0.9692307692307692
0.045924835,0.46994535519125685,0.9846153846153847
0.03100905,0.6010928961748634,0.9846153846153847
0.030823741,0.6010928961748634,1.0
0.009350651,1.0,1.0
