threshold,fpr,tpr
inf,0.0,0.0
0.9943931,0.0,0.01282051282051282
0.9808884,0.0,0.07692307692307693
0.9806818,0.0058823529411764705,0.07692307692307693
0.94049543,0.0058823529411764705,0.4358974358974359
0.93451846,0.029411764705882353,0.4358974358974359
0.9342029,0.029411764705882353,0.44871794871794873
0.92786616,0.03529411764705882,0.44871794871794873
0.9116576,0.03529411764705882,0.5
0.9115958,0.041176470588235294,0.5
0.8431456,0.041176470588235294,0.6538461538461539
0.82217693,0.052941176470588235,0.6538461538461539
0.8063549,0.052941176470588235,0.6923076923076923
0.8043975,0.058823529411764705,0.6923076923076923
0.8036142,0.07058823529411765,0.6923076923076923
0.7352497,0.11176470588235295,0.6923076923076923
0.73359174,0.11176470588235295,0.7051282051282052
0.713167,0.11764705882352941,0.7051282051282052
0.7021366,0.11764705882352941,0.7307692307692307
0.58170384,0.1411764705882353,0.7307692307692307
0.5199365,0.1411764705882353,0.7435897435897436
0.49868453,0.15294117647058825,0.7435897435897436
0.46235743,0.15294117647058825,0.782051282051282
0.41627404,0.16470588235294117,0.782051282051282
0.4018483,0.16470588235294117,0.7948717948717948
0.3269658,0.18823529411764706,0.7948717948717948
0.3223465,0.18823529411764706,0.8076923076923077
0.27947536,0.21764705882352942,0.8076923076923077
0.26581505,0.21764705882352942,0.8205128205128205
0.24962306,0.22941176470588234,0.8205128205128205
0.23416467,0.22941176470588234,0.8333333333333334
0.20438775,0.24705882352941178,0.8333333333333334
0.20032965,0.24705882352941178,0.8461538461538461
0.19042742,0.2529411764705882,0.8461538461538461
0.17839272,0.2529411764705882,0.8717948717948718
0.17101808,0.2647058823529412,0.8717948717948718
0.16838552,0.2647058823529412,0.8846153846153846
0.15668847,0.2823529411764706,0.8846153846153846
0.15385993,0.2823529411764706,0.8974358974358975
0.111360915,0.3176470588235294,0.8974358974358975
0.11090841,0.3176470588235294,0.9102564102564102
0.10887969,0.32941176470588235,0.9102564102564102
0.10293026,0.32941176470588235,0.9230769230769231
0.07271443,0.3764705882352941,0.9230769230769231
0.071243055,0.3764705882352941,0.9358974358974359
0.06375908,0.38823529411764707,0.9358974358974359
0.06301119,0.38823529411764707,0.9487179487179487
0.024411855,0.5647058823529412,0.9487179487179487
0.023297152,0.5647058823529412,0.9615384615384616
0.021657445,0.5882352941176471,0.9615384615384616
0.021561623,0.5882352941176471,0.9743589743589743
0.010740764,0.7529411764705882,0.9743589743589743
0.010700471,0.7529411764705882,0.9871794871794872
0.006489421,0.8705882352941177,0.9871794871794872
0.0060570766,0.8705882352941177,1.0
0.00084084494,1.0,1.0
